Potra	Potri	AT_best_hit	AT_Gene_Names	AT_description
Potra2n8c17864	Potri.008G134200	AT1G24610	None	AT1G24610
Potra2n8c17865	Potri.008G134300	AT1G24620	ATCML25	ATCML25
Potra2n8c17866	Potri.008G134500	AT2G01680	None	AT2G01680
Potra2n8c17867	Potri.008G134600	AT2G01690	ATVAC1	ATVAC1
Potra2n8c17868	Potri.008G134800	AT1G14850	ATNUP155	ATNUP155
Potra2n8c17869	Potri.008G134900	AT1G68070	None	AT1G68070
Potra2n8c17871	Potri.008G135100	AT1G68060	ATMAP70-1	ATMAP70-1
Potra2n19c33605	Potri.008G135100	AT1G14840	ATMAP70-4	ATMAP70-4
Potra2n8c17874	Potri.008G135200	AT1G68050	ATFKF1	ATFKF1
Potra2n1c402	Potri.008G135300	None	None	None
Potra2n8c17875	Potri.008G135400	AT2G01755	None	AT2G01755
Potra2n8c17876	Potri.008G135500	AT3G16857	ATRR1	ATRR1
Potra2n8c17877	Potri.008G135600	AT1G14820	None	AT1G14820
Potra2n8c17878	Potri.008G135800	AT1G14790	ATRDR1	ATRDR1
Potra2n8c17879	Potri.008G136100	AT1G14790	ATRDR1	ATRDR1
Potra2n8c17880	Potri.008G136100	AT1G14790	ATRDR1	ATRDR1
Potra2n8c17881	Potri.008G136200	AT1G68040	None	AT1G68040
Potra2n8c17882	Potri.008G136300	AT1G68040	None	AT1G68040
Potra2n8c17883	Potri.008G136400	AT1G14780	ATMACP1	ATMACP1
Potra2n8c17884	Potri.008G136500	AT1G68020	ATTPS6	ATTPS6
Potra2n8c17885	Potri.008G136600	AT1G67980	ATCCOAMT	ATCCOAMT
Potra2n8c17886	Potri.008G136800	AT1G67970	ATHSFA8	ATHSFA8
Potra2n8c17887	Potri.008G137000	AT1G80910	ATCCZ1B	ATCCZ1B
Potra2n8c17888	Potri.008G137200	AT2G01810	None	AT2G01810
Potra2n8c17890	Potri.008G137300	AT2G01818	None	AT2G01818
Potra2n8c17891	Potri.008G137400	None	None	None
Potra2n8c17892	Potri.008G137600	AT1G14910	ATPICALM1B	ATPICALM1B
Potra2n8c17894	Potri.008G137700	AT5G37490	ATPUB21	ATPUB21
Potra2n8c17896	Potri.008G137900	AT2G01830	ATWOL	ATWOL
Potra2n8c17897	Potri.008G138000	AT1G66140	ATZFP4	ATZFP4
Potra2n8c17898	Potri.008G138100	AT1G14740	ATTTA1	ATTTA1
Potra2n8c17899	Potri.008G138300	AT1G14730	None	AT1G14730
Potra2n8c17900	Potri.008G138400	AT1G14720	ATXTH28	ATXTH28
Potra2n8c17901	Potri.008G138600	AT4G35420	ATDRL1	ATDRL1
Potra2n8c17905	Potri.008G139100	AT1G14700	ATPAP3	ATPAP3
Potra2n8c17908	Potri.008G139500	AT1G68090	ATANN5	ATANN5
Potra2n8c17909	Potri.008G139600	AT2G01900	None	AT2G01900
Potra2n8c17910	Potri.008G139700	AT2G01910	ATMAP65-6	ATMAP65-6
Potra2n10c21554	Potri.008G139900	AT1G68100	ATIAR1	ATIAR1
Potra2n8c17912	Potri.008G139900	AT1G68100	ATIAR1	ATIAR1
Potra2n8c17913	Potri.008G140000	AT2G01913	None	AT2G01913
Potra2n8c17914	Potri.008G140100	AT1G25240	ATPICALM9A	ATPICALM9A
Potra2n8c17915	Potri.008G140200	AT2G01930	ATBPC1	ATBPC1
Potra2n8c17916	Potri.008G140400	AT1G68130	ATIDD14	ATIDD14
Potra2n8c17917	Potri.008G140500	AT2G01950	ATBRL2	ATBRL2
Potra2n8c17919	Potri.008G140700	AT2G01980	ATSOS1	ATSOS1
Potra2n8c17920	Potri.008G140800	AT5G14880	ATKUP8	ATKUP8
Potra2n8c17923	Potri.008G140900	AT2G01990	None	AT2G01990
Potra2n8c17924	Potri.008G141000	AT2G37870	None	AT2G37870
Potra2n8c17926	Potri.008G141100	AT2G02010	None	AT2G02010
Potra2n10c21570	Potri.008G141400	AT2G46280	ATTRIP-1	ATTRIP-1
Potra2n8c17928	Potri.008G141400	AT2G46280	ATTRIP-1	ATTRIP-1
Potra2n8c17929	Potri.008G141600	None	None	None
Potra2n8c17930	Potri.008G141700	AT3G56030	None	AT3G56030
Potra2n8c17931	Potri.008G141800	AT3G42960	ATA1	ATA1
Potra2n10c21572	Potri.008G141900	AT2G02050	None	AT2G02050
Potra2n8c17932	Potri.008G141900	AT2G02050	None	AT2G02050
Potra2n8c17934	Potri.008G142000	AT1G14600	None	AT1G14600
Potra2n8c17935	Potri.008G142200	AT1G14590	None	AT1G14590
Potra2n8c17937	Potri.008G142300	AT1G75010	ATARC3	ATARC3
Potra2n8c17938	Potri.008G142400	AT2G02070	ATIDD5	ATIDD5
Potra2n8c17939	Potri.008G142500	AT2G02070	ATIDD5	ATIDD5
Potra2n8c17940	Potri.008G142700	AT2G02090	ATETL1	ATETL1
Potra2n10c21583	Potri.008G142700	AT1G31050	ATPFA1	ATPFA1
Potra2n8c17941	Potri.008G142800	AT1G14570	ATPUX7	ATPUX7
Potra2n8c17942	Potri.008G142900	AT5G13770	None	AT5G13770
Potra2n8c17943	Potri.008G143450	AT1G65810	None	AT1G65810
Potra2n8c17944	Potri.008G143600	AT3G18420	ATSG1	ATSG1
Potra2n8c17945	Potri.008G143700	AT2G02148	None	AT2G02148
Potra2n8c17946	Potri.008G144000	AT4G38870	None	AT4G38870
Potra2n8c17947	Potri.008G144100	AT5G19990	ATRPT6A	ATRPT6A
Potra2n8c17948	Potri.008G144200	AT2G02160	ATC3H17	ATC3H17
Potra2n8c17949	Potri.008G144300	AT2G02170	None	AT2G02170
Potra2n8c17950	Potri.008G144400	AT1G14530	ATTHH1	ATTHH1
Potra2n8c17951	Potri.008G144500	AT1G14520	None	AT1G14520
Potra2n8c17952	Potri.008G144600	AT2G37790	ATAKR4C10	ATAKR4C10
Potra2n8c17953	Potri.008G144700	AT2G02220	ATPSKR1	ATPSKR1
Potra2n8c17955	Potri.008G144800	AT3G11920	None	AT3G11920
Potra2n8c17956	Potri.008G144900	AT1G10850	None	AT1G10850
Potra2n8c17957	Potri.008G145000	None	None	None
Potra2n8c17958	Potri.008G145100	AT1G60670	None	AT1G60670
Potra2n8c17959	Potri.008G145300	AT4G21200	ATGA2OX8	ATGA2OX8
Potra2n8c17960	Potri.008G145400	None	None	None
Potra2n8c17961	Potri.008G145500	AT1G68660	ATCLPS1	ATCLPS1
Potra2n10c21606	Potri.008G145600	AT5G26830	None	AT5G26830
Potra2n8c17962	Potri.008G145600	AT5G26830	None	AT5G26830
Potra2n8c17963	Potri.008G145700	AT5G55380	None	AT5G55380
Potra2n8c17964	Potri.008G145800	AT3G28050	ATUMAMIT41	ATUMAMIT41
Potra2n8c17965	Potri.008G145900	AT1G24030	ATPBL28	ATPBL28
Potra2n8c17966	Potri.008G146000	AT1G24040	ATGNoneT5	ATGNoneT5
Potra2n10c21834	Potri.008G146100	AT1G70230	ATTBL27	ATTBL27
Potra2n8c17967	Potri.008G146100	AT1G70230	ATTBL27	ATTBL27
Potra2n8c17968	Potri.008G146200	AT1G24050	None	AT1G24050
Potra2n8c17969	Potri.008G146400	AT5G62890	None	AT5G62890
Potra2n8c17970	Potri.008G146500	AT1G60010	None	AT1G60010
Potra2n8c17971	Potri.008G146600	AT1G70210	ATCYCD1;1	ATCYCD1;1
Potra2n8c17972	Potri.008G146700	AT1G70200	ATRBD1	ATRBD1
Potra2n8c17973	Potri.008G146800	AT1G24090	ATRNH1C	ATRNH1C
Potra2n8c17974	Potri.008G147000	AT1G24095	None	AT1G24095
Potra2n8c17975	Potri.008G147100	AT1G60200	ATRBM25	ATRBM25
Potra2n8c17978	Potri.008G147400	AT1G70300	ATKUP6	ATKUP6
Potra2n8c17979	Potri.008G147600	AT1G14270	None	AT1G14270
Potra2n8c17980	Potri.008G147700	AT1G70280	None	AT1G70280
Potra2n9c19556	Potri.008G147700	None	None	None
Potra2n8c17981	Potri.008G147800	AT1G26850	None	AT1G26850
Potra2n8c17983	Potri.008G148100	AT2G02860	ATSUT2	ATSUT2
Potra2n8c17984	Potri.008G148200	AT1G26960	AtHB23	AtHB23
Potra2n8c17985	Potri.008G148300	AT1G26830	ATCUL3	ATCUL3
Potra2n8c17986	Potri.008G148400	AT2G02820	ATMYB88	ATMYB88
Potra2n8c17987	Potri.008G148600	None	None	None
Potra2n8c17988	Potri.008G148800	AT5G15110	None	AT5G15110
Potra2n8c17990	Potri.008G149000	AT1G27000	None	AT1G27000
Potra2n8c17992	Potri.008G149100	AT1G14410	ATWHY1	ATWHY1
Potra2n10c21645	Potri.008G149200	AT1G54870	ATCHLADR	ATCHLADR
Potra2n8c17993	Potri.008G149200	AT1G54870	ATCHLADR	ATCHLADR
Potra2n8c17994	Potri.008G149300	AT5G22000	ATRHF2A	ATRHF2A
Potra2n8c17996	Potri.008G149500	AT3G06030	ATNP3	ATNP3
Potra2n8c17997	Potri.008G149600	AT5G19260	ATFAF3	ATFAF3
Potra2n8c17998	Potri.008G149700	AT5G19280	ATKAPP	ATKAPP
Potra2n10c21652	Potri.008G149800	AT5G19300	None	AT5G19300
Potra2n8c17999	Potri.008G149800	AT5G19300	None	AT5G19300
Potra2n8c18000	Potri.008G149900	AT3G06010	ATCHR12	ATCHR12
Potra2n8c18002	Potri.008G150000	AT2G09990	ATUS9Z	ATUS9Z
Potra2n8c18003	Potri.008G150100	AT5G19330	ATARIA	ATARIA
Potra2n8c18004	Potri.008G150200	AT3G05990	ATLLR3	ATLLR3
Potra2n8c18005	Potri.008G150300	AT3G05980	None	AT3G05980
Potra2n8c18007	Potri.008G150500	AT4G19600	ATCYCT1;4	ATCYCT1;4
Potra2n8c18008	Potri.008G150600	AT5G26240	ATCLC-D	ATCLC-D
Potra2n8c18009	Potri.008G150700	AT5G26250	ATSTP8	ATSTP8
Potra2n8c18010	Potri.008G150900	AT5G26250	ATSTP8	ATSTP8
Potra2n8c18011	Potri.008G151000	AT5G26330	None	AT5G26330
Potra2n8c18012	Potri.008G151100	AT5G26340	ATMSS1	ATMSS1
Potra2n681s36455	Potri.008G151200	AT3G22380	ATTIC	ATTIC
Potra2n8c18013	Potri.008G151200	AT3G22380	ATTIC	ATTIC
Potra2n8c18014	Potri.008G151300	AT4G14950	ATKMS1	ATKMS1
Potra2n8c18015	Potri.008G151500	AT3G22400	ATLOX5	ATLOX5
Potra2n8c18017	Potri.008G151600	AT4G02770	ATPSAD-1	ATPSAD-1
Potra2n8c18018	Potri.008G151700	AT2G32150	ATXMPP	ATXMPP
Potra2n8c18019	Potri.008G151800	AT5G19530	ATACL5	ATACL5
Potra2n8c18020	Potri.008G151900	AT1G31690	ATCuAOalpha2	ATCuAOalpha2
Potra2n8c18021	Potri.008G152000	AT2G32120	ATHSP70T-2	ATHSP70T-2
Potra2n8c18022	Potri.008G152100	AT1G05370	None	AT1G05370
Potra2n8c18023	Potri.008G152201	None	None	None
Potra2n8c18024	Potri.008G152300	AT3G04910	ATWNK1	ATWNK1
Potra2n8c18025	Potri.008G152400	AT1G54520	ATFLAP1	ATFLAP1
Potra2n8c18026	Potri.008G152500	AT3G04920	ATES24Z	ATES24Z
Potra2n8c18027	Potri.008G152600	AT4G14920	None	AT4G14920
Potra2n12c24158	Potri.008G152701	AT3G22425	ATIGPD	ATIGPD
Potra2n8c18028	Potri.008G152800	AT1G05385	ATLPA19	ATLPA19
Potra2n8c18029	Potri.008G152900	AT3G22430	None	AT3G22430
Potra2n8c18030	Potri.008G153000	AT3G22440	None	AT3G22440
Potra2n8c18031	Potri.008G153100	AT3G22450	ATUL18-L1	ATUL18-L1
Potra2n8c18033	Potri.008G153200	AT4G14890	ATFdC1	ATFdC1
Potra2n8c18034	Potri.008G153300	AT4G14880	ATOASA1	ATOASA1
Potra2n8c18035	Potri.008G153400	AT4G14870	ATSECE1	ATSECE1
Potra2n8c18036	Potri.008G153500	AT4G14860	ATOFP11	ATOFP11
Potra2n8c18037	Potri.008G153700	AT4G14850	ATLOI1	ATLOI1
Potra2n8c18038	Potri.008G153800	AT3G22520	None	AT3G22520
Potra2n8c18039	Potri.008G153900	AT3G22480	ATPFD2	ATPFD2
Potra2n8c18041	Potri.008G154100	AT3G22530	None	AT3G22530
Potra2n8c18043	Potri.008G154300	AT4G14820	None	AT4G14820
Potra2n8c18042	Potri.008G154400	AT1G05440	None	AT1G05440
Potra2n8c18044	Potri.008G154600	AT3G22550	ATFLZ8	ATFLZ8
Potra2n8c18045	Potri.008G154800	AT3G22560	None	AT3G22560
Potra2n8c18048	Potri.008G155100	AT4G14815	ATLTPG26	ATLTPG26
Potra2n8c18049	Potri.008G155200	AT3G22620	ATLTPG20	ATLTPG20
Potra2n8c18051	Potri.008G155300	AT4G14805	ATLTPG25	ATLTPG25
Potra2n8c18050	Potri.008G155400	AT1G05460	ATSDE3	ATSDE3
Potra2n8c18052	Potri.008G155500	AT3G22630	ATPBD1	ATPBD1
Potra2n8c18053	Potri.008G155600	None	None	None
Potra2n8c18055	Potri.008G155700	AT1G05470	ATCVP2	ATCVP2
Potra2n8c18056	Potri.008G155800	AT3G22680	ATRDM1	ATRDM1
Potra2n8c18062	Potri.008G155800	AT3G22680	ATRDM1	ATRDM1
Potra2n8c18058	Potri.008G155900	AT3G22740	ATHMT3	ATHMT3
Potra2n8c18065	Potri.008G155900	AT3G22740	ATHMT3	ATHMT3
Potra2n8c18059	Potri.008G156000	AT3G22750	None	AT3G22750
Potra2n8c18066	Potri.008G156000	AT3G22750	None	AT3G22750
Potra2n8c18060	Potri.008G156100	AT3G22780	ATTSO1	ATTSO1
Potra2n8c18067	Potri.008G156100	AT3G22780	ATTSO1	ATTSO1
Potra2n8c18068	Potri.008G156200	AT3G22790	ATNET1A	ATNET1A
Potra2n8c18069	Potri.008G156300	AT3G04840	ATES1Z	ATES1Z
Potra2n8c18071	Potri.008G156500	AT1G04190	ATTPR3	ATTPR3
Potra2n8c18073	Potri.008G156700	AT4G14750	None	AT4G14750
Potra2n8c18074	Potri.008G156800	AT4G14746	None	AT4G14746
Potra2n8c18075	Potri.008G157000	AT3G22810	ATFL2	ATFL2
Potra2n8c18076	Potri.008G157100	AT1G03070	ATLFG4	ATLFG4
Potra2n8c18077	Potri.008G157200	AT5G43860	ATCLH2	ATCLH2
Potra2n8c18078	Potri.008G157300	AT3G22820	ATCLL1	ATCLL1
Potra2n8c18080	Potri.008G157400	AT5G43850	ATARD4	ATARD4
Potra2n10c21728	Potri.008G157500	AT4G14710	ATARD2	ATARD2
Potra2n8c18081	Potri.008G157500	AT4G14710	ATARD2	ATARD2
Potra2n8c18082	Potri.008G157600	AT3G22830	ATHSFA6B	ATHSFA6B
Potra2n19c33816	Potri.008G157700	AT1G04200	None	AT1G04200
Potra2n8c18085	Potri.008G158000	AT3G22840	ATELIP1	ATELIP1
Potra2n8c18086	Potri.008G158300	AT1G60680	None	AT1G60680
Potra2n10c21731	Potri.008G158300	AT1G60750	None	AT1G60750
Potra2n8c18087	Potri.008G158400	AT5G43830	None	AT5G43830
Potra2n8c18089	Potri.008G158600	AT1G04210	None	AT1G04210
Potra2n8c18090	Potri.008G158800	AT5G43810	ATAGO10	ATAGO10
Potra2n8c18092	Potri.008G159000	AT3G22890	ATAPS1	ATAPS1
Potra2n8c18093	Potri.008G159100	AT3G22910	ATACA13	ATACA13
Potra2n8c18094	Potri.008G159200	None	None	None
Potra2n8c18095	Potri.008G159300	AT3G22930	ATCML11	ATCML11
Potra2n8c18096	Potri.008G159400	AT3G63410	ATAPG1	ATAPG1
Potra2n8c18098	Potri.008G159500	AT3G55760	ATLESV	ATLESV
Potra2n8c18099	Potri.008G159600	None	None	None
Potra2n8c18100	Potri.008G159700	AT3G22960	ATPKP-ALPHA	ATPKP-ALPHA
Potra2n8c18101	Potri.008G159800	AT3G22970	None	AT3G22970
Potra2n8c18102	Potri.008G159900	AT3G22990	ATLFR	ATLFR
Potra2n8c18103	Potri.008G160000	AT5G43760	ATKCS20	ATKCS20
Potra2n8c18105	Potri.008G160200	AT4G14580	ATCIPK4	ATCIPK4
Potra2n8c18106	Potri.008G160300	AT3G23020	ATPPR30	ATPPR30
Potra2n8c18107	Potri.008G160400	AT4G14570	ATAARE	ATAARE
Potra2n8c18108	Potri.008G160600	AT2G23770	ATLYK4	ATLYK4
Potra2n8c18109	Potri.008G160650	None	None	None
Potra2n8c18133	Potri.008G160650	None	None	None
Potra2n8c18110	Potri.008G160700	AT5G43745	ATPEC2	ATPEC2
Potra2n8c18111	Potri.008G160800	AT1G04230	None	AT1G04230
Potra2n8c18112	Potri.008G160900	AT5G43710	ATMNS4	ATMNS4
Potra2n8c18113	Potri.008G161000	None	None	None
Potra2n8c18114	Potri.008G161100	AT5G43700	ATAUX2-11	ATAUX2-11
Potra2n8c18115	Potri.008G161200	AT4G14550	None	AT4G14550
Potra2n8c18116	Potri.008G161300	AT5G43670	ATSEC23G	ATSEC23G
Potra2n8c18117	Potri.008G161400	AT5G64560	ATMGT9	ATMGT9
Potra2n8c18118	Potri.008G161500	AT2G30580	ATDRIP2	ATDRIP2
Potra2n8c18119	Potri.008G161600	AT1G23740	ATAOR	ATAOR
Potra2n8c18120	Potri.008G161700	AT4G14660	ATNRPE7	ATNRPE7
Potra2n8c18121	Potri.008G161800	AT5G43650	ATBHLH92	ATBHLH92
Potra2n8c18123	Potri.008G162000	AT1G04280	ATNoneDKC	ATNoneDKC
Potra2n8c18124	Potri.008G162100	None	None	None
Potra2n8c18122	Potri.008G162300	AT2G30620	ATH1.2	ATH1.2
Potra2n8c18125	Potri.008G162400	AT1G04280	ATNoneDKC	ATNoneDKC
Potra2n8c18126	Potri.008G162500	AT1G06750	None	AT1G06750
Potra2n8c18127	Potri.008G162600	AT4G14500	None	AT4G14500
Potra2n8c18128	Potri.008G162800	AT3G23090	None	AT3G23090
Potra2n8c18129	Potri.008G162900	None	None	None
Potra2n8c18130	Potri.008G162900	None	None	None
Potra2n8c18131	Potri.008G162900	None	None	None
Potra2n8c18132	Potri.008G162900	None	None	None
Potra2n8c18134	Potri.008G163200	None	None	None
Potra2n16c30466	Potri.008G163300	AT1G04300	ATMUSE13	ATMUSE13
Potra2n8c18135	Potri.008G163300	AT1G04300	ATMUSE13	ATMUSE13
Potra2n8c18136	Potri.008G163400	None	None	None
Potra2n8c18138	Potri.008G163500	AT5G52070	None	AT5G52070
Potra2n8c18139	Potri.008G163700	None	None	None
Potra2n8c18140	Potri.008G163800	AT4G14480	ATBLUS1	ATBLUS1
Potra2n8c18142	Potri.008G163900	AT3G23130	ATSUP	ATSUP
Potra2n8c18143	Potri.008G164100	AT5G43540	None	AT5G43540
Potra2n8c18144	Potri.008G164300	None	None	None
Potra2n8c18146	Potri.008G164400	AT3G23150	ATETR2	ATETR2
Potra2n8c18149	Potri.008G164700	AT3G23160	None	AT3G23160
Potra2n8c18151	Potri.008G164800	AT4G14450	ATPH1	ATPH1
Potra2n8c18153	Potri.008G164900	AT4G14430	ATIBR10	ATIBR10
Potra2n8c18154	Potri.008G165000	AT5G43500	ATARP9	ATARP9
Potra2n8c18155	Potri.008G165100	AT1G04340	None	AT1G04340
Potra2n8c18156	Potri.008G165200	AT4G14420	None	AT4G14420
Potra2n8c18157	Potri.008G165400	AT1G06620	None	AT1G06620
Potra2n8c18158	Potri.008G165500	AT3G23200	ATCASPL5B3	ATCASPL5B3
Potra2n8c18160	Potri.008G165600	AT5G07050	ATUMAMIT9	ATUMAMIT9
Potra2n8c18161	Potri.008G165700	AT4G14410	ATbHLH104	ATbHLH104
Potra2n8c18162	Potri.008G165800	AT5G43430	None	AT5G43430
Potra2n8c18163	Potri.008G165900	AT5G43420	ATL16	ATL16
Potra2n10c21813	Potri.008G166000	AT3G23220	ATESE1	ATESE1
Potra2n8c18165	Potri.008G166000	AT3G23230	ATTDR1	ATTDR1
Potra2n8c18166	Potri.008G166100	None	None	None
Potra2n8c18167	Potri.008G166200	AT3G23240	ATERF1	ATERF1
Potra2n8c18168	Potri.008G166300	AT2G39840	ATTOPP4	ATTOPP4
Potra2n8c18169	Potri.008G166500	AT1G08650	ATPPCK1	ATPPCK1
Potra2n8c18170	Potri.008G166566	None	None	None
Potra2n8c18173	Potri.008G166700	AT2G31180	ATMYB14	ATMYB14
Potra2n8c18174	Potri.008G166800	AT5G43330	ATc-NoneD-MDH2	ATc-NoneD-MDH2
Potra2n8c18175	Potri.008G167200	AT4G14380	None	AT4G14380
Potra2n8c18176	Potri.008G167400	AT1G04420	None	AT1G04420
Potra2n8c18177	Potri.008G167500	AT4G14368	None	AT4G14368
Potra2n8c18178	Potri.008G167600	AT3G23280	ATXBAT35	ATXBAT35
Potra2n8c18179	Potri.008G167700	AT3G23290	ATLSH4	ATLSH4
Potra2n10c21816	Potri.008G167800	AT4G14350	ATNDR1	ATNDR1
Potra2n8c18180	Potri.008G167800	AT4G14350	ATNDR1	ATNDR1
Potra2n8c18182	Potri.008G168000	AT4G14342	ATSF3B5B	ATSF3B5B
Potra2n8c18183	Potri.008G168100	AT3G23340	ATckl10	ATckl10
Potra2n10c21819	Potri.008G168200	None	None	None
Potra2n8c18184	Potri.008G168200	None	None	None
Potra2n8c18185	Potri.008G168300	AT5G43310	None	AT5G43310
Potra2n8c18186	Potri.008G168400	AT3G23360	None	AT3G23360
Potra2n8c18187	Potri.008G168600	AT2G20450	ATEL14Z	ATEL14Z
Potra2n8c18188	Potri.008G168700	AT3G25400	None	AT3G25400
Potra2n8c18189	Potri.008G168800	AT2G33470	ATGLTP1	ATGLTP1
Potra2n8c18190	Potri.008G169000	AT4G14330	ATPAKRP2	ATPAKRP2
Potra2n8c18191	Potri.008G169100	AT3G23400	ATFIB4	ATFIB4
Potra2n8c18192	Potri.008G169200	AT4G14310	None	AT4G14310
Potra2n2c4062	Potri.008G169300	AT1G03990	None	AT1G03990
Potra2n8c18193	Potri.008G169300	AT3G23410	ATFAO3	ATFAO3
Potra2n8c18194	Potri.008G169400	AT3G23430	ATPHO1	ATPHO1
Potra2n8c18196	Potri.008G169500	AT4G28600	None	AT4G28600
Potra2n8c18197	Potri.008G169900	AT1G32580	ATMORF5	ATMORF5
Potra2n8c18198	Potri.008G170100	AT5G46050	ATNPF5.2	ATNPF5.2
Potra2n8c18199	Potri.008G170200	AT2G33420	ATCRD1	ATCRD1
Potra2n8c18200	Potri.008G170300	AT3G23530	None	AT3G23530
Potra2n8c18201	Potri.008G170400	AT4G14300	ATRBGD4	ATRBGD4
Potra2n8c18202	Potri.008G170600	AT2G33400	None	AT2G33400
Potra2n8c18203	Potri.008G170700	AT2G33390	None	AT2G33390
Potra2n8c18204	Potri.008G170800	AT2G33385	ATarpc2b	ATarpc2b
Potra2n8c18206	Potri.008G171000	AT2G05620	ATPGR5	ATPGR5
Potra2n8c18209	Potri.008G171100	AT5G35620	ATLSP1	ATLSP1
Potra2n8c18211	Potri.008G171400	AT2G33360	None	AT2G33360
Potra2n8c18212	Potri.008G171500	AT2G33350	None	AT2G33350
Potra2n8c18213	Potri.008G171600	AT2G33340	ATMAC3B	ATMAC3B
Potra2n8c18214	Potri.008G171700	AT1G04520	ATPDLP2	ATPDLP2
Potra2n8c18216	Potri.008G171900	AT4G13330	None	AT4G13330
Potra2n8c18218	Potri.008G172100	AT1G60000	ATCP28A	ATCP28A
Potra2n8c18219	Potri.008G172200	AT1G04530	ATTPR4	ATTPR4
Potra2n8c18220	Potri.008G172400	AT1G04550	ATIAA12	ATIAA12
Potra2n10c21873	Potri.008G172400	AT2G33310	ATIAA13	ATIAA13
Potra2n8c18222	Potri.008G172600	AT1G34070	None	AT1G34070
Potra2n8c18223	Potri.008G172701	AT1G48520	ATGATB	ATGATB
Potra2n8c18224	Potri.008G173000	AT1G04555	None	AT1G04555
Potra2n8c18226	Potri.008G173400	AT4G13480	ATMYB79	ATMYB79
Potra2n8c18228	Potri.008G173600	AT1G04570	None	AT1G04570
Potra2n8c18229	Potri.008G173900	AT4G17740	ATCTPA	ATCTPA
Potra2n8c18230	Potri.008G174000	AT4G13520	ATSMAP1	ATSMAP1
Potra2n8c18231	Potri.008G174100	AT3G23920	ATBAM1	ATBAM1
Potra2n8c18232	Potri.008G174300	AT4G13550	ATHIL1	ATHIL1
Potra2n8c18233	Potri.008G174400	AT4G13540	ATADR	ATADR
Potra2n10c21897	Potri.008G174500	AT5G43900	ATMYA2	ATMYA2
Potra2n8c18234	Potri.008G174500	AT5G43900	ATMYA2	ATMYA2
Potra2n8c18235	Potri.008G174600	AT1G04610	ATYUC3	ATYUC3
Potra2n8c18237	Potri.008G174800	AT3G23980	ATBLI	ATBLI
Potra2n8c18238	Potri.008G174900	AT2G29420	ATGSTU7	ATGSTU7
Potra2n8c18240	Potri.008G174900	AT2G29420	ATGSTU7	ATGSTU7
Potra2n8c18241	Potri.008G174900	AT2G29420	ATGSTU7	ATGSTU7
Potra2n8c18242	Potri.008G174900	AT3G09270	ATGSTU8	ATGSTU8
Potra2n8c18243	Potri.008G175000	AT2G29420	ATGSTU7	ATGSTU7
Potra2n8c18239	Potri.008G175100	AT1G78340	ATGSTU22	ATGSTU22
Potra2n8c18245	Potri.008G175100	AT2G29420	ATGSTU7	ATGSTU7
Potra2n8c18246	Potri.008G175200	None	None	None
Potra2n8c18249	Potri.008G175400	AT1G67420	None	AT1G67420
Potra2n8c18250	Potri.008G175500	AT1G67430	ATUL22Y	ATUL22Y
Potra2n1c2892	Potri.008G175500	AT1G27400	ATUL22Z	ATUL22Z
Potra2n8c18254	Potri.008G175800	AT2G22425	None	AT2G22425
Potra2n8c18255	Potri.008G176000	AT1G67480	None	AT1G67480
Potra2n8c18256	Potri.008G176200	AT2G34930	None	AT2G34930
Potra2n8c18257	Potri.008G176300	AT3G27210	None	AT3G27210
Potra2n8c18259	Potri.008G176400	None	None	None
Potra2n8c18258	Potri.008G176500	AT2G37410	ATTIM17-2	ATTIM17-2
Potra2n10c21921	Potri.008G176700	None	None	None
Potra2n8c18261	Potri.008G176700	None	None	None
Potra2n10c21920	Potri.008G176801	AT5G20165	None	AT5G20165
Potra2n8c18262	Potri.008G176900	AT1G67510	None	AT1G67510
Potra2n8c18263	Potri.008G177000	AT3G26340	None	AT3G26340
Potra2n8c18264	Potri.008G177100	AT1G27910	ATPUB45	ATPUB45
Potra2n8c18265	Potri.008G177100	AT1G24330	ATPUB6	ATPUB6
Potra2n10c21925	Potri.008G177200	AT3G50940	None	AT3G50940
Potra2n8c18266	Potri.008G177200	AT3G50940	None	AT3G50940
Potra2n8c18267	Potri.008G177300	None	None	None
Potra2n8c18268	Potri.008G177400	AT3G57810	None	AT3G57810
Potra2n10c21927	Potri.008G177500	AT3G01810	None	AT3G01810
Potra2n8c18269	Potri.008G177500	AT3G01810	None	AT3G01810
Potra2n8c18270	Potri.008G177700	AT1G76340	ATGONST3	ATGONST3
Potra2n8c18272	Potri.008G177900	AT1G67550	ATURE	ATURE
Potra2n8c18273	Potri.008G178000	AT1G67560	ATLOX6	ATLOX6
Potra2n8c18275	Potri.008G178100	AT1G67570	None	AT1G67570
Potra2n10c21120	Potri.008G178200	AT1G67580	ATCDKG2	ATCDKG2
Potra2n8c18276	Potri.008G178200	AT1G67580	ATCDKG2	ATCDKG2
Potra2n8c18277	Potri.008G178300	AT1G67590	None	AT1G67590
Potra2n8c18278	Potri.008G178400	AT1G24340	ATemb2421	ATemb2421
Potra2n8c18279	Potri.008G178600	AT1G27850	ATBPP5	ATBPP5
Potra2n8c18280	Potri.008G178700	AT1G24360	ATKR	ATKR
Potra2n8c18281	Potri.008G179000	AT5G40780	ATLHT1	ATLHT1
Potra2n8c18282	Potri.008G179100	AT3G01750	None	AT3G01750
Potra2n8c18284	Potri.008G179300	AT3G04120	ATGAPC1	ATGAPC1
Potra2n8c18285	Potri.008G179401	AT3G48140	None	AT3G48140
