X,baseMean,log2FoldChange,padj,timepoint,level in KNO3,description,kegg_description,atg_description,go_description,pfam_description,t_factor
Potra2n14c26993,2423.326596,-0.562065302,8.56E-06,KNO3_4h_vs_KCL_4h,Downregulated,sp|F4HSD5|TRM32_ARATH Protein TRM32 OS=Arabidopsis thaliana OX=3702 GN=TRM32 PE=2 SV=1,0,"AT4G00440-GPI-anchored adhesin-like protein, putative (DUF3741) GPI-anchored adhesin-like protein, putative (DUF3741)",0,PF14309-Domain of unknown function (DUF4378);PF12552-Protein of unknown function (DUF3741),No
Potra2n8c17542,185.9559661,-0.558013832,0.047375804,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,0,0,0,No
Potra2n6c13389,193.3010459,-0.55724041,0.000257959,KNO3_4h_vs_KCL_4h,Downregulated,"sp|P17548|BPHD_PSES1 2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase OS=Pseudomonas sp. (strain KKS102) OX=307 GN=bphD PE=1 SV=2",0,AT5G21950-alpha/beta-Hydrolases superfamily protein alpha/beta-Hydrolases superfamily protein,0,PF00561-alpha/beta hydrolase fold,No
Potra2n15c28875,158.4832773,-0.557082906,0.045603528,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q6DR24|Y3795_ARATH Uncharacterized protein At3g17950 OS=Arabidopsis thaliana OX=3702 GN=Y-3 PE=1 SV=1,0,AT3G17950-transmembrane protein transmembrane protein,0,0,No
Potra2n3c6829,187.9268746,-0.555813725,0.035717479,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9SCX5|AKT5_ARATH Probable potassium channel AKT5 OS=Arabidopsis thaliana OX=3702 GN=AKT5 PE=2 SV=2,0,AT1G15990-cyclic nucleotide gated channel 7 cyclic nucleotide gated channel 7,GO:0005216-ion channel activity;GO:0016020-membrane;GO:0006811-ion transport;GO:0055085-transmembrane transport,PF00027-Cyclic nucleotide-binding domain;PF00520-Ion transport protein;PF00520-Ion transport protein,No
Potra2n2c6011,523.2997948,-0.554688581,0.011487673,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,AT5G19840-2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0,PF13621-Cupin-like domain,No
Potra2n16c29533,191.196198,-0.550861066,0.046201197,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q8GYX3|MP705_ARATH Microtubule-associated protein 70-5 OS=Arabidopsis thaliana OX=3702 GN=MAP70.5 PE=1 SV=1,0,AT1G68060-microtubule-associated proteins 70-1 microtubule-associated proteins 70-1,GO:0008017-microtubule binding;GO:0007010-cytoskeleton organization,PF07058-Microtubule-associated protein 70,No
Potra2n16c29269,6266.272477,-0.544790139,0.004755585,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q06593|OPT2_YEAST Oligopeptide transporter 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OPT2 PE=1 SV=1,0,AT5G55930-oligopeptide transporter 1 oligopeptide transporter 1,GO:0055085-transmembrane transport,PF03169-OPT oligopeptide transporter protein,No
Potra2n6c13632,2432.871861,-0.543482662,0.000805321,KNO3_4h_vs_KCL_4h,Downregulated,sp|F4HR11|KN6_ARATH Kinesin-like protein KIN-6 OS=Arabidopsis thaliana OX=3702 GN=KIN6 PE=3 SV=2,0,AT5G06670-P-loop containing nucleoside triphosphate hydrolases superfamily protein P-loop containing nucleoside triphosphate hydrolases superfamily protein,GO:0008017-microtubule binding;GO:0007018-microtubule-based movement;GO:0005524-ATP binding;GO:0003777-microtubule motor activity,PF00225-Kinesin motor domain,No
Potra2n18c32872,393.8404853,-0.543263183,0.00211174,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q8RX56|UNC13_ARATH Protein unc-13 homolog OS=Arabidopsis thaliana OX=3702 GN=PATROL1 PE=2 SV=1,0,AT2G25800-elongation factor Ts (DUF810) elongation factor Ts (DUF810),0,PF05664-Plant family of unknown function (DUF810),No
Potra2n3c6561,305.3280511,-0.538139647,0.046438155,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9PKF7|FABG_CHLMU 3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Chlamydia muridarum (strain MoPn / Nigg) OX=243161 GN=fabG PE=3 SV=1,1.3.1.9,AT2G05990-NAD(P)-binding Rossmann-fold superfamily protein NAD(P)-binding Rossmann-fold superfamily protein,GO:0006633-fatty acid biosynthetic process;GO:0004318-enoyl-[acyl-carrier-protein] reductase (NADH) activity;GO:0055114-oxidation-reduction process,PF13561-Enoyl-(Acyl carrier protein) reductase,No
Potra2n5c12782,1484.329109,-0.536683973,0.026943635,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q5A1D5|SPT16_CANAL FACT complex subunit SPT16 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=CDC68 PE=3 SV=2,0,AT4G10710-global transcription factor C global transcription factor C,GO:0035101-FACT complex,PF14826-FACT complex subunit SPT16 N-terminal lobe domain;PF08644-FACT complex subunit (SPT16/CDC68);PF00557-Metallopeptidase family M24;PF08512-Histone chaperone Rttp106-like,No
Potra2n1c1284,1366.49172,-0.533606022,0.003613322,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9FHE4|BRG1_ARATH BOI-related E3 ubiquitin-protein ligase 1 OS=Arabidopsis thaliana OX=3702 GN=BRG1 PE=1 SV=1,0,AT1G32740-SBP (S-ribonuclease binding protein) family protein SBP (S-ribonuclease binding protein) family protein,0,0,C2H2
Potra2n13c26099,228.9656932,-0.528922031,0.030552526,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q554L2|Y4613_DICDI Probable inactive serine/threonine-protein kinase DDB_G0274613 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0274613 PE=3 SV=1,0,AT1G09000-NPK1-related protein kinase 1 NPK1-related protein kinase 1,GO:0006468-protein phosphorylation;GO:0005524-ATP binding;GO:0004672-protein kinase activity,PF00069-Protein kinase domain,No
Potra2n1c849,178.1003557,-0.528010756,0.02572265,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q84JT7|ARID1_ARATH AT-rich interactive domain-containing protein 1 OS=Arabidopsis thaliana OX=3702 GN=ARID1 PE=2 SV=1,0,"AT4G11400-ARID/BRIGHT DNA-binding , ELM2 domain and myb-like DNA-binding domain-containing protein ARID/BRIGHT DNA-binding , ELM2 domain and myb-like DNA-binding domain-containing protein",GO:0003677-DNA binding,PF01388-ARID/BRIGHT DNA binding domain,ARID
Potra2n6c13755,300.0602392,-0.526785667,0.010502547,KNO3_4h_vs_KCL_4h,Downregulated,sp|F4HVS6|MYOB6_ARATH Probable myosin-binding protein 6 OS=Arabidopsis thaliana OX=3702 GN=MYOB6 PE=2 SV=1,0,"AT5G57830-zein-binding protein (Protein of unknown function, DUF593) zein-binding protein (Protein of unknown function, DUF593)",0,PF04576-Zein-binding,No
Potra2n4c10052,419.4863371,-0.521162487,0.013384044,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q0WPA5|MSR2_ARATH Protein MANNAN SYNTHESIS-RELATED 2 OS=Arabidopsis thaliana OX=3702 GN=MSR2 PE=2 SV=1,0,AT1G20550-O-fucosyltransferase family protein O-fucosyltransferase family protein,0,PF10250-GDP-fucose protein O-fucosyltransferase,No
Potra2n17c30725,478.5611816,-0.518868149,0.005875012,KNO3_4h_vs_KCL_4h,Downregulated,sp|O75592|MYCB2_HUMAN E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=4,0,AT1G65920-Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein,GO:0046872-metal ion binding,PF08381-Transcription factor regulating root and shoot growth via Pin3;PF01363-FYVE zinc finger;PF00415-Regulator of chromosome condensation (RCC1) repeat;PF00415-Regulator of chromosome condensation (RCC1) repeat;PF00415-Regulator of chromosome condensation (RCC1) repeat;PF00415-Regulator of chromosome condensation (RCC1) repeat;PF00415-Regulator of chromosome condensation (RCC1) repeat;PF00415-Regulator of chromosome condensation (RCC1) repeat,PHD
Potra2n3c7864,802.1732167,-0.51808479,0.003656687,KNO3_4h_vs_KCL_4h,Downregulated,sp|O49432|QRT3_ARATH Polygalacturonase QRT3 OS=Arabidopsis thaliana OX=3702 GN=QRT3 PE=2 SV=1,3.2.1.15,AT4G20050-Pectin lyase-like superfamily protein Pectin lyase-like superfamily protein,GO:0004650-polygalacturonase activity,PF12708-Pectate lyase superfamily protein,No
Potra2n1c1250,208.6388993,-0.517621261,0.009472065,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q8H960|TOM2B_ARATH Tobamovirus multiplication protein 2B OS=Arabidopsis thaliana OX=3702 GN=TOM2B PE=2 SV=2,0,AT1G32370-tobamovirus multiplication 2B tobamovirus multiplication 2B,0,0,No
Potra2n2c4329,971.2669468,-0.517159019,0.012611293,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q8GYU0|RIC2_ARATH CRIB domain-containing protein RIC2 OS=Arabidopsis thaliana OX=3702 GN=RIC2 PE=1 SV=1,0,AT5G16490-ROP-interactive CRIB motif-containing protein 4 ROP-interactive CRIB motif-containing protein 4,0,PF00786-P21-Rho-binding domain,No
Potra2n6c15368,187.918519,-0.514531419,0.00211174,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9BRP7|FDXA1_HUMAN Ferredoxin-fold anticodon-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FDXACB1 PE=1 SV=3,0,AT1G55790-ferredoxin-fold anticodon-binding domain protein ferredoxin-fold anticodon-binding domain protein,0,PF10354-Domain of unknown function (DUF2431),No
Potra2n2c4801,3625.297634,-0.514199295,0.017572625,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q6P4F7|RHGBA_HUMAN Rho GTPase-activating protein 11A OS=Homo sapiens OX=9606 GN=ARHGAP11A PE=1 SV=2,0,AT2G46710-Rho GTPase activating protein with PAK-box/P21-Rho-binding domain-containing protein Rho GTPase activating protein with PAK-box/P21-Rho-binding domain-containing protein,GO:0007165-signal transduction,PF00620-RhoGAP domain;PF00786-P21-Rho-binding domain,No
Potra2n9c19136,910.4114525,-0.512994272,0.011764342,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q11087|PLC12_CAEEL Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase acl-12 OS=Caenorhabditis elegans OX=6239 GN=acl-12 PE=3 SV=1,2.3.1.51;2.3.1.51,AT3G18850-lysophosphatidyl acyltransferase 5 lysophosphatidyl acyltransferase 5,"GO:0016746-transferase activity, transferring acyl groups",PF16076-Acyltransferase C-terminus;PF01553-Acyltransferase,No
Potra2n6c14520,174.4220279,-0.511720547,0.023439786,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,"AT5G01030-enolase, putative (DUF3527) enolase, putative (DUF3527)",0,PF12043-Domain of unknown function (DUF3527);PF12043-Domain of unknown function (DUF3527),No
Potra2n16c29982,320.6345773,-0.511148599,0.021390944,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,AT3G53540-afadin afadin,0,PF12552-Protein of unknown function (DUF3741);PF14383-DUF761-associated sequence motif;PF14309-Domain of unknown function (DUF4378),No
Potra2n6c13576,1316.095572,-0.510607464,0.020713887,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9ASW8|WDL2_ARATH Protein WVD2-like 2 OS=Arabidopsis thaliana OX=3702 GN=WDL2 PE=2 SV=1,0,AT2G35880-TPX2 (targeting protein for Xklp2) protein family TPX2 (targeting protein for Xklp2) protein family,0,PF06886-Targeting protein for Xklp2 (TPX2),No
Potra2n10c20452,139.2305607,-0.509645132,0.017900581,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q41005|CBPX_PEA Serine carboxypeptidase-like (Fragment) OS=Pisum sativum OX=3888 PE=2 SV=1,0,AT3G07990-serine carboxypeptidase-like 27 serine carboxypeptidase-like 27,GO:0006508-proteolysis;GO:0004185-serine-type carboxypeptidase activity,PF00450-Serine carboxypeptidase,No
Potra2n1474s37092,512.4691314,-0.505055483,0.029344316,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q6K990|KN10A_ORYSJ Kinesin-like protein KIN-10A OS=Oryza sativa subsp. japonica OX=39947 GN=KIN10A PE=2 SV=1,0,AT2G21300-ATP binding microtubule motor family protein ATP binding microtubule motor family protein,GO:0008017-microtubule binding;GO:0007018-microtubule-based movement;GO:0005524-ATP binding;GO:0003777-microtubule motor activity,PF00225-Kinesin motor domain,No
Potra2n3c8275,1310.159783,-0.504389072,0.042508946,KNO3_4h_vs_KCL_4h,Downregulated,sp|O96838|FYV1_DROME Putative 1-phosphatidylinositol 3-phosphate 5-kinase OS=Drosophila melanogaster OX=7227 GN=fab1 PE=1 SV=2,2.7.1.68;2.7.1.68,AT1G60890-Phosphatidylinositol-4-phosphate 5-kinase family protein Phosphatidylinositol-4-phosphate 5-kinase family protein,GO:0016308-1-phosphatidylinositol-4-phosphate 5-kinase activity;GO:0046488-phosphatidylinositol metabolic process;GO:0016307-phosphatidylinositol phosphate kinase activity;GO:0005524-ATP binding,PF01504-Phosphatidylinositol-4-phosphate 5-Kinase;PF01504-Phosphatidylinositol-4-phosphate 5-Kinase;PF02493-MORN repeat;PF02493-MORN repeat;PF02493-MORN repeat;PF02493-MORN repeat;PF02493-MORN repeat;PF02493-MORN repeat;PF02493-MORN repeat;PF02493-MORN repeat,No
Potra2n1c3834,692.5460225,-0.503410156,0.010126525,KNO3_4h_vs_KCL_4h,Downregulated,"sp|Q8LPG1|FAX4_ARATH Protein FATTY ACID EXPORT 4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FAX4 PE=2 SV=1",0,AT1G33265-Transmembrane proteins 14C Transmembrane proteins 14C,GO:0016020-membrane,0,No
Potra2n2c5764,851.6599974,-0.502051003,8.51E-05,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q96AX1|VP33A_HUMAN Vacuolar protein sorting-associated protein 33A OS=Homo sapiens OX=9606 GN=VPS33A PE=1 SV=1,0,AT1G77140-vacuolar protein sorting 45 vacuolar protein sorting 45,GO:0006904-vesicle docking involved in exocytosis;GO:0016192-vesicle-mediated transport,PF00995-Sec1 family,No
Potra2n5c12513,112.752038,0.500967213,0.046066916,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q99288|DET1_YEAST Broad-range acid phosphatase DET1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DET1 PE=1 SV=1,0,AT3G05170-Phosphoglycerate mutase family protein Phosphoglycerate mutase family protein,GO:0003824-catalytic activity,PF00300-Histidine phosphatase superfamily (branch 1),No
Potra2n13c25580,3821.871622,0.503297185,0.001145171,KNO3_4h_vs_KCL_4h,Upregulated,sp|F4KFM8|LEA65_ARATH Late embryogenesis abundant protein At5g17165 OS=Arabidopsis thaliana OX=3702 GN=At5g17165 PE=3 SV=1,0,AT5G17165-hypothetical protein hypothetical protein,0,PF03242-Late embryogenesis abundant protein,No
Potra2n2c4358,1231.606149,0.503427239,0.009823954,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q0WMN5|Y3913_ARATH Uncharacterized protein At3g49140 OS=Arabidopsis thaliana OX=3702 GN=At3g49140 PE=1 SV=2,0,AT3G59300-Pentatricopeptide repeat (PPR) superfamily protein Pentatricopeptide repeat (PPR) superfamily protein,0,0,No
Potra2n14c27737,567.6874781,0.506595856,0.004450675,KNO3_4h_vs_KCL_4h,Upregulated,sp|P84577|HSP90_POPEU Putative heat shock protein HSP90 (Fragments) OS=Populus euphratica OX=75702 PE=1 SV=1,0,AT3G07770-HEAT SHOCK PROTEIN 89.1 HEAT SHOCK PROTEIN 89.1,GO:0006457-protein folding;GO:0051082-unfolded protein binding;GO:0005524-ATP binding,"PF13589-Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;PF00183-Hsp90 protein",No
Potra2n15c28575,849.1469617,0.506603279,0.014976924,KNO3_4h_vs_KCL_4h,Upregulated,sp|F4K2R6|CB60G_ARATH Calmodulin-binding protein 60 G OS=Arabidopsis thaliana OX=3702 GN=CBP60G PE=1 SV=1,0,AT5G62570-Calmodulin binding protein-like protein Calmodulin binding protein-like protein,GO:0005516-calmodulin binding,PF07887-Calmodulin binding protein-like,No
Potra2n14c27272,225.9302527,0.510378433,0.005680138,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q149T7|PPM1J_MOUSE Protein phosphatase 1J OS=Mus musculus OX=10090 GN=Ppm1j PE=1 SV=1,3.1.3.16;3.1.3.16;3.1.3.16,AT3G62260-Protein phosphatase 2C family protein Protein phosphatase 2C family protein,GO:0003824-catalytic activity;GO:0006470-protein dephosphorylation;GO:0004722-protein serine/threonine phosphatase activity;GO:0043169-cation binding,PF00481-Protein phosphatase 2C,No
Potra2n17c31361,588.010416,0.513811187,0.009881436,KNO3_4h_vs_KCL_4h,Upregulated,sp|B1MKN0|COAA_MYCA9 Pantothenate kinase OS=Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543) OX=561007 GN=coaA PE=3 SV=1,2.7.1.48;2.7.1.48,AT3G27190-uridine kinase-like 2 uridine kinase-like 2,GO:0016301-kinase activity;GO:0009116-nucleoside metabolic process;GO:0005524-ATP binding,PF00485-Phosphoribulokinase / Uridine kinase family;PF14681-Uracil phosphoribosyltransferase,No
Potra2n6c14136,586.002151,0.514202966,0.000383082,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q18938|MAAI_CAEEL Probable maleylacetoacetate isomerase OS=Caenorhabditis elegans OX=6239 GN=gst-42 PE=1 SV=1,1.8.5.1;2.5.1.18;1.8.5.1;2.5.1.18;2.5.1.18;2.5.1.18,AT5G02790-Glutathione S-transferase family protein Glutathione S-transferase family protein,GO:0005737-cytoplasm;GO:0004364-glutathione transferase activity;GO:0005515-protein binding,"PF13417-Glutathione S-transferase, N-terminal domain;PF13410-Glutathione S-transferase, C-terminal domain",No
Potra2n14c26456,2324.079927,0.514885,0.009192679,KNO3_4h_vs_KCL_4h,Upregulated,sp|A3AYR1|ACBP4_ORYSJ Acyl-CoA-binding domain-containing protein 4 OS=Oryza sativa subsp. japonica OX=39947 GN=ACBP4 PE=2 SV=1,0,AT4G24230-acyl-CoA-binding domain 3 acyl-CoA-binding domain 3,GO:0000062-fatty-acyl-CoA binding,PF00887-Acyl CoA binding protein,No
Potra2n12c23845,128.0754443,0.515026935,0.027075003,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9LXF2|PP385_ARATH Pentatricopeptide repeat-containing protein At5g15300 OS=Arabidopsis thaliana OX=3702 GN=PCMP-E40 PE=2 SV=2,0,AT3G49240-Pentatricopeptide repeat (PPR) superfamily protein Pentatricopeptide repeat (PPR) superfamily protein,GO:0005515-protein binding,PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family,No
Potra2n1c878,540.0628891,0.516269968,0.016193279,KNO3_4h_vs_KCL_4h,Upregulated,sp|P24070|HAD2_PSEUC (S)-2-haloacid dehalogenase 2 OS=Pseudomonas sp. (strain CBS-3) OX=72586 PE=3 SV=1,0,AT4G11570-Haloacid dehalogenase-like hydrolase (HAD) superfamily protein Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,GO:0016787-hydrolase activity,PF13419-Haloacid dehalogenase-like hydrolase,No
Potra2n3c6478,402.8649307,0.518846536,0.018091624,KNO3_4h_vs_KCL_4h,Upregulated,sp|P38070|YPK3_YEAST Serine/threonine-protein kinase YPK3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPK3 PE=1 SV=1,0,AT5G56460-Protein kinase superfamily protein Protein kinase superfamily protein,GO:0006468-protein phosphorylation;GO:0005524-ATP binding;GO:0004672-protein kinase activity,PF07714-Protein tyrosine kinase,No
Potra2n3c7423,228.9409541,0.519548903,0.009675546,KNO3_4h_vs_KCL_4h,Upregulated,"sp|Q0J8Q3|SGRL_ORYSJ Protein STAY-GREEN LIKE, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0692600 PE=2 SV=1",0,AT4G22920-non-yellowing 1 non-yellowing 1,0,PF12638-Staygreen protein,No
Potra2n5c10755,2157.242662,0.519594211,0.027692642,KNO3_4h_vs_KCL_4h,Upregulated,sp|P9WL81|Y2577_MYCTU Uncharacterized protein Rv2577 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2577 PE=3 SV=1,3.1.3.2;3.1.3.2,AT2G16430-purple acid phosphatase 10 purple acid phosphatase 10,GO:0016787-hydrolase activity;GO:0046872-metal ion binding;GO:0003993-acid phosphatase activity,"PF16656-Purple acid Phosphatase, N-terminal domain;PF14008-Iron/zinc purple acid phosphatase-like protein C;PF00149-Calcineurin-like phosphoesterase",No
Potra2n11c22598,832.7710601,0.520024389,0.014890637,KNO3_4h_vs_KCL_4h,Upregulated,sp|O81851|BOI_ARATH E3 ubiquitin-protein ligase BOI OS=Arabidopsis thaliana OX=3702 GN=BOI PE=1 SV=1,0,AT3G12920-SBP (S-ribonuclease binding protein) family protein SBP (S-ribonuclease binding protein) family protein,0,"PF13920-Zinc finger, C3HC4 type (RING finger)",C2H2
Potra2n6c13074,890.3252674,0.520229097,0.000138687,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9QZ71|XPR1_MUSTR Xenotropic and polytropic retrovirus receptor 1 OS=Mus terricolor OX=254704 GN=Xpr1 PE=1 SV=1,0,AT2G26660-SPX domain-containing protein 2 (SPX2) SPX domain-containing protein 2 (SPX2),GO:0016036-cellular response to phosphate starvation,PF03105-SPX domain,No
Potra2n2c6444,895.8778308,0.521278876,0.011289392,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,0,0,0,No
Potra2n12c24425,124.7888518,0.521585464,0.045109305,KNO3_4h_vs_KCL_4h,Upregulated,sp|P46435|MAK16_SCHMA Protein MAK16 homolog OS=Schistosoma mansoni OX=6183 GN=MAK16 PE=1 SV=2,0,AT1G23280-MAK16 protein-like protein MAK16 protein-like protein,0,PF04874-Mak16 protein C-terminal region;PF01778-Ribosomal L28e protein family,No
Potra2n15c28985,439.6539238,0.521701785,0.012778205,KNO3_4h_vs_KCL_4h,Upregulated,sp|O48788|Y2267_ARATH Probable inactive receptor kinase At2g26730 OS=Arabidopsis thaliana OX=3702 GN=At2g26730 PE=1 SV=1,0,AT2G34930-disease resistance family protein / LRR family protein disease resistance family protein / LRR family protein,GO:0005515-protein binding,PF13855-Leucine rich repeat;PF08263-Leucine rich repeat N-terminal domain,No
Potra2n10c21912,4376.177314,0.522735604,0.008759712,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q81FU5|RESA_BACCR Thiol-disulfide oxidoreductase ResA OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711) OX=226900 GN=resA PE=3 SV=1,0,AT1G60420-DC1 domain-containing protein DC1 domain-containing protein,GO:0045454-cell redox homeostasis,PF13905-Thioredoxin-like;PF13905-Thioredoxin-like;PF13905-Thioredoxin-like,No
